from_stop_id,to_stop_id,from_route_id,to_route_id,from_trip_id,to_trip_id,transfer_type,min_transfer_time
76,76,,,246071424607635+1161217+0,246071424607635+1161208+0,1,
76,76,,,246072524607274+1159237+0,246072524607274+1158431+0,1,
76,76,,,246071424607635+1159238+0,246071424607635+1158432+0,1,
76,76,,,246071024607204+1158555+0,246071024607204+1158266+1,1,
76,76,,,246073124607621+1158555+0,246073124607621+1158266+1,1,
76,76,,,246072524607274+1158559+1,246072524607274+1158121+1,1,
76,76,,,246073124607621+1158559+1,246073124607621+1158121+1,1,
76,76,,,246073124607624+1158567+1,246073124607624+1158281+1,1,
76,76,,,246072524607274+1159241+0,246072524607274+1158437+0,1,
76,76,,,246073124607622+1159241+0,246073124607622+1158437+0,1,
76,76,,,246073124607621+1159245+0,246073124607621+1158443+0,1,
76,76,,,246073124607624+1159245+0,246073124607624+1158443+0,1,
76,76,,,246071024607202+1159251+0,246071024607202+1158198+0,1,
76,76,,,246071424607635+1159256+0,246071424607635+1158201+0,1,
76,76,,,246071024607201+1159274+0,246071024607201+1158470+0,1,
76,76,,,246073124607623+1159274+0,246073124607623+1158470+0,1,
76,76,,,246071024607204+1159296+0,246071024607204+1158490+0,1,
76,76,,,246072524607272+1159296+0,246072524607272+1158490+0,1,
76,76,,,246071024607203+1159347+0,246071024607203+1158501+0,1,
76,76,,,246072524607274+1159347+0,246072524607274+1158501+0,1,
76,76,,,246073124607622+1159354+0,246073124607622+1158511+0,1,
76,76,,,246071624607587+1160565+0,246073024607587+1160394+0,1,
76,76,,,246071624607587+1160579+0,246071624607587+1160409+0,1,
76,76,,,246072524607273+1158767+1,246072524607273+1161206+1,1,
76,76,,,246072524607273+1159393+0,246072524607273+1158530+0,1,
76,76,,,246071024607201+1159420+0,246071724607201+1161212+0,1,
76,76,,,246071524607646+1161822+0,246071524607646+1160522+0,1,
76,76,,,246071424607635+1159421+0,246071424607635+1161211+0,1,
76,76,,,246071524607646+1160701+0,246071524607646+1160505+0,1,
76,76,,,246071024607202+1158915+0,246071024607202+1158369+0,1,
76,76,,,246071024607204+1158915+0,246071024607204+1158369+0,1,
76,76,,,246072524607272+1158915+0,246072524607272+1158369+0,1,
76,76,,,246071024607202+1158923+0,246071024607202+1158377+0,1,
76,76,,,246071024607204+1158936+0,246071024607204+1158383+0,1,
76,76,,,246072524607273+1158936+0,246072524607273+1158383+0,1,
76,76,,,246072524607272+1158942+0,246072524607272+1158395+0,1,
76,76,,,246072524607273+1158942+0,246072524607273+1158395+0,1,
76,76,,,246071024607201+1159008+0,246071024607201+1158403+0,1,
76,76,,,246073124607623+1159008+0,246073124607623+1158403+0,1,
76,76,,,246071424607635+1159009+0,246071424607635+1158404+0,1,
76,76,,,246071024607131+1161216+0,246071024607131+1161207+0,1,
76,76,,,246071024607134+1161216+0,246071024607134+1161207+0,1,
76,76,,,246072524607274+1161218+0,246072524607274+1161209+0,1,
76,76,,,246071024607203+1159180+0,246071024607213+1158418+0,1,
76,76,,,246071424607635+1159181+0,246073124607635+1158418+0,1,
76,76,,,246072524607274+1158551+0,246072524607274+1158194+0,1,
76,76,,,246073124607624+1158551+0,246073124607624+1158194+0,1,
76,76,,,246071024607203+1159237+0,246071024607203+1158431+0,1,
76,76,,,246071024607204+1159237+0,246071024607204+1158431+0,1,
76,76,,,246073124607621+1159237+0,246073124607621+1158431+0,1,
76,76,,,246071024607203+1158555+0,246071024607203+1158266+1,1,
76,76,,,246073124607622+1158559+1,246073124607622+1158121+1,1,
76,76,,,246073124607624+1158559+1,246073124607624+1158121+1,1,
76,76,,,246071424607635+1158560+1,246071424607635+1158122+1,1,
76,76,,,246071024607202+1158567+1,246071024607202+1158133+1,1,
76,76,,,246073124607623+1158567+1,246073124607623+1158281+1,1,
76,76,,,246071024607203+1159241+0,246071024607203+1158437+0,1,
76,76,,,246073124607624+1159241+0,246073124607624+1158437+0,1,
76,76,,,246071024607203+1159245+0,246071024607203+1158443+0,1,
76,76,,,246073124607621+1159251+0,246073124607621+1158198+0,1,
76,76,,,246073124607623+1159251+0,246073124607623+1158198+0,1,
76,76,,,246071024607201+1159255+0,246071024607201+1158200+0,1,
76,76,,,246071024607202+1159255+0,246071024607202+1158200+0,1,
76,76,,,246073124607622+1159255+0,246073124607622+1158200+0,1,
76,76,,,246071424607635+1159275+0,246071424607635+1158471+0,1,
76,76,,,246071024607201+1159296+0,246071024607201+1158490+0,1,
76,76,,,246072524607273+1159296+0,246072524607273+1158490+0,1,
76,76,,,246073124607622+1159296+0,246073124607622+1158490+0,1,
76,76,,,246071024607204+1159347+0,246071024607204+1158501+0,1,
76,76,,,246073124607624+1159347+0,246073124607624+1158501+0,1,
76,76,,,246071024607201+1159371+0,246071024607201+1158517+0,1,
76,76,,,246072524607272+1159371+0,246072524607272+1158517+0,1,
76,76,,,246073124607621+1159371+0,246073124607621+1158517+0,1,
76,76,,,246073124607623+1159371+0,246073124607623+1158517+0,1,
76,76,,,246071524607646+1160572+0,246071524607646+1160400+0,1,
76,76,,,246072424607241+1160574+0,246072424607241+1160402+0,1,
76,76,,,246071624607587+1160589+0,246073024607587+1160417+0,1,
76,76,,,246071024607201+1158767+1,246071724607201+1161206+1,1,
76,76,,,246071024607202+1158767+1,246071724607202+1161206+1,1,
76,76,,,246072524607274+1158767+1,246072524607274+1161206+1,1,
76,76,,,246071024607203+1159393+0,246071024607203+1158530+0,1,
76,76,,,246071424607635+1159394+0,246071424607635+1158531+0,1,
76,76,,,246071024607202+1159420+0,246071724607202+1161212+0,1,
76,76,,,246072424607241+1160600+0,246072424607241+1160427+0,1,
76,76,,,246072424607296+1160609+0,246071524607646+1161567+0,1,
76,76,,,246071624607167+1160610+0,246071624607167+1161568+0,1,
76,76,,,246073024607587+1161587+0,246073024607587+1160450+0,1,
76,76,,,246072424607241+1161589+0,246072424607241+1160452+0,1,
76,76,,,246073024607587+1161596+0,246073024607587+1160488+0,1,
76,76,,,246072424607241+1161598+0,246072424607241+1160490+0,1,
76,76,,,246073024607587+1161816+0,246071624607587+1160497+0,1,
76,76,,,246073024607587+1161821+0,246073024607587+1161806+0,1,
76,76,,,246073124607621+1158915+0,246073124607621+1158369+0,1,
76,76,,,246072524607272+1158923+0,246072524607272+1158377+0,1,
76,76,,,246073124607624+1158923+0,246073124607624+1158377+0,1,
76,76,,,246071024607201+1158936+0,246071024607201+1158383+0,1,
76,76,,,246072524607274+1158942+0,246072524607274+1158395+0,1,
76,76,,,246072524607272+1161218+0,246072524607272+1161209+0,1,
76,76,,,246072524607273+1161218+0,246072524607273+1161209+0,1,
76,76,,,246073124607624+1161218+0,246073124607624+1161209+0,1,
76,76,,,246071024607201+1159180+0,246071024607211+1158418+0,1,
76,76,,,246071424607635+1159181+0,246071024607215+1158418+0,1,
76,76,,,246073124607621+1158551+0,246073124607621+1158194+0,1,
76,76,,,246071024607202+1159237+0,246071024607202+1158431+0,1,
76,76,,,246072524607273+1159237+0,246072524607273+1158431+0,1,
76,76,,,246071024607201+1158559+1,246071024607201+1158121+1,1,
76,76,,,246071024607203+1158559+1,246071024607203+1158121+1,1,
76,76,,,246071424607635+1158568+1,246071424607635+1158134+1,1,
76,76,,,246071024607202+1159241+0,246071024607202+1158437+0,1,
76,76,,,246072524607272+1159241+0,246072524607272+1158437+0,1,
76,76,,,246071424607635+1159242+0,246071424607635+1158438+0,1,
76,76,,,246072524607273+1159245+0,246072524607273+1158443+0,1,
76,76,,,246072524607274+1159255+0,246072524607274+1158200+0,1,
76,76,,,246072524607273+1159274+0,246072524607273+1158470+0,1,
76,76,,,246073124607623+1159296+0,246073124607623+1158490+0,1,
76,76,,,246071424607635+1159297+0,246071424607635+1158491+0,1,
76,76,,,246071024607201+1159347+0,246071024607201+1158501+0,1,
76,76,,,246072524607272+1159354+0,246072524607272+1158511+0,1,
76,76,,,246073124607621+1159354+0,246073124607621+1158511+0,1,
76,76,,,246073124607623+1159354+0,246073124607623+1158511+0,1,
76,76,,,246071024607202+1159371+0,246071024607202+1158517+0,1,
76,76,,,246072524607274+1159371+0,246072524607274+1158517+0,1,
76,76,,,246072424607241+1160566+0,246072424607241+1160396+0,1,
76,76,,,246071024607203+1158767+1,246071024607133+1161205+1,1,
76,76,,,246072524607272+1159393+0,246072524607272+1158530+0,1,
76,76,,,246073124607621+1159393+0,246073124607621+1158530+0,1,
76,76,,,246073124607623+1159393+0,246073124607623+1158530+0,1,
76,76,,,246073124607624+1159393+0,246073124607624+1158530+0,1,
76,76,,,246071024607203+1159402+0,246071024607203+1158536+0,1,
76,76,,,246072524607272+1159402+0,246072524607272+1158536+0,1,
76,76,,,246073124607624+1159402+0,246073124607624+1158536+0,1,
76,76,,,246071024607203+1159420+0,246071024607133+1161210+0,1,
76,76,,,246071024607204+1159420+0,246071024607134+1161210+0,1,
76,76,,,246071624607167+1160598+0,246071624607167+1160425+0,1,
76,76,,,246073024607587+1160601+0,246073024607587+1160425+0,1,
76,76,,,246071524607226+1160609+0,246071524607646+1161567+0,1,
76,76,,,246072324607237+1161597+0,246072324607237+1160489+0,1,
76,76,,,246071524607646+1161812+0,246071524607646+1160496+0,1,
76,76,,,246071624607167+1161823+0,246071624607167+1160523+0,1,
76,76,,,246072424607241+1161825+0,246072424607241+1160525+0,1,
76,76,,,246072924607646+1160641+0,246071524607646+1160458+0,1,
76,76,,,246072424607241+1160650+0,246072424607241+1160467+0,1,
76,76,,,246071624607587+1160659+0,246072324607237+1160473+0,1,
76,76,,,246072424607241+1160660+0,246072424607241+1160474+0,1,
76,76,,,246072424607241+1160669+0,246072424607241+1160482+0,1,
76,76,,,246073024607587+1160705+0,246072324607587+1160507+0,1,
76,76,,,246073124607622+1158915+0,246073124607622+1158369+0,1,
76,76,,,246073124607621+1158923+0,246073124607621+1158377+0,1,
76,76,,,246073124607622+1158923+0,246073124607622+1158377+0,1,
76,76,,,246073124607623+1158923+0,246073124607623+1158377+0,1,
76,76,,,246071024607201+1158942+0,246071024607201+1158395+0,1,
76,76,,,246071424607635+1158943+0,246071424607635+1158396+0,1,
76,76,,,246073124607622+1159008+0,246073124607622+1158403+0,1,
76,76,,,246072524607272+1159180+0,246072524607282+1158418+0,1,
76,76,,,246073124607621+1159180+0,246073124607631+1158418+0,1,
76,76,,,246071024607204+1158551+0,246071024607204+1158194+0,1,
76,76,,,246073124607622+1158551+0,246073124607622+1158194+0,1,
76,76,,,246073124607624+1159237+0,246073124607624+1158431+0,1,
76,76,,,246071024607202+1158555+0,246071024607202+1158266+1,1,
76,76,,,246071024607202+1158559+1,246071024607202+1158121+1,1,
76,76,,,246073124607623+1158559+1,246073124607623+1158121+1,1,
76,76,,,246071024607203+1158567+1,246071024607203+1158133+1,1,
76,76,,,246072524607272+1158567+1,246072524607272+1158133+1,1,
76,76,,,246072524607273+1159241+0,246072524607273+1158437+0,1,
76,76,,,246071024607201+1159245+0,246071024607201+1158443+0,1,
76,76,,,246072524607272+1159251+0,246072524607272+1158198+0,1,
76,76,,,246072524607272+1159255+0,246072524607272+1158200+0,1,
76,76,,,246071024607202+1159296+0,246071024607202+1158490+0,1,
76,76,,,246073124607621+1159296+0,246073124607621+1158490+0,1,
76,76,,,246072524607274+1159354+0,246072524607274+1158511+0,1,
76,76,,,246072424607241+1160558+0,246072424607241+1160390+0,1,
76,76,,,246072424607241+1160580+0,246072424607241+1160410+0,1,
76,76,,,246073124607622+1159393+0,246073124607622+1158530+0,1,
76,76,,,246073124607621+1159402+0,246073124607621+1158536+0,1,
76,76,,,246073124607623+1159420+0,246073124607623+1161212+0,1,
76,76,,,246073624607646+1160609+0,246071524607646+1161567+0,1,
76,76,,,246072424607241+1160623+0,246072424607241+1160443+0,1,
76,76,,,246072424607241+1160640+0,246072424607241+1160460+0,1,
76,76,,,246071524607646+1161609+0,246071524607646+1161581+0,1,
76,76,,,246071624607167+1161610+0,246071624607167+1161582+0,1,
76,76,,,246072424607241+1161820+0,246072424607241+1161805+0,1,
76,76,,,246071624607587+1160668+0,246071624607167+1160480+0,1,
76,76,,,246071024607202+1158936+0,246071024607202+1158383+0,1,
76,76,,,246071024607203+1158936+0,246071024607203+1158383+0,1,
76,76,,,246073124607622+1158936+0,246073124607622+1158383+0,1,
76,76,,,246071024607203+1159008+0,246071024607203+1158403+0,1,
76,76,,,246073124607621+1159008+0,246073124607621+1158403+0,1,
76,76,,,246073124607624+1159008+0,246073124607624+1158403+0,1,
76,76,,,246071024607133+1161216+0,246071024607133+1161207+0,1,
76,76,,,246071724607201+1161218+0,246071724607201+1161209+0,1,
76,76,,,246071724607203+1161218+0,246071724607203+1161209+0,1,
76,76,,,246071024607201+1159237+0,246071024607201+1158431+0,1,
76,76,,,246072524607272+1158555+0,246072524607272+1158266+1,1,
76,76,,,246073124607622+1158555+0,246073124607622+1158266+1,1,
76,76,,,246071024607204+1158559+1,246071024607204+1158121+1,1,
76,76,,,246072524607273+1158567+1,246072524607273+1158133+1,1,
76,76,,,246072524607274+1158567+1,246072524607274+1158133+1,1,
76,76,,,246073124607621+1158567+1,246073124607621+1158133+1,1,
76,76,,,246071024607202+1158567+1,246071024607202+1158281+1,1,
76,76,,,246073124607623+1159241+0,246073124607623+1158437+0,1,
76,76,,,246073124607623+1159245+0,246073124607623+1158443+0,1,
76,76,,,246071024607203+1159251+0,246071024607203+1158198+0,1,
76,76,,,246071024607204+1159251+0,246071024607204+1158198+0,1,
76,76,,,246072524607274+1159251+0,246072524607274+1158198+0,1,
76,76,,,246073124607623+1159255+0,246073124607623+1158200+0,1,
76,76,,,246073124607621+1159274+0,246073124607621+1158470+0,1,
76,76,,,246073124607624+1159274+0,246073124607624+1158470+0,1,
76,76,,,246073124607624+1159296+0,246073124607624+1158490+0,1,
76,76,,,246071024607203+1159354+0,246071024607203+1158511+0,1,
76,76,,,246072524607273+1159354+0,246072524607273+1158511+0,1,
76,76,,,246071024607203+1159371+0,246071024607203+1158517+0,1,
76,76,,,246073124607622+1159371+0,246073124607622+1158517+0,1,
76,76,,,246071624607587+1160557+0,246071624607587+1160389+0,1,
76,76,,,246071624607587+1160565+0,246071624607167+1160394+0,1,
76,76,,,246071624607587+1160589+0,246071624607167+1160417+0,1,
76,76,,,246072424607241+1160590+0,246072424607241+1160419+0,1,
76,76,,,246072524607272+1158767+1,246072524607272+1161206+1,1,
76,76,,,246071024607201+1159402+0,246071024607201+1158536+0,1,
76,76,,,246071024607202+1159402+0,246071024607202+1158536+0,1,
76,76,,,246072524607274+1159402+0,246072524607274+1158536+0,1,
76,76,,,246073124607623+1159402+0,246073124607623+1158536+0,1,
76,76,,,246071424607635+1159403+0,246071424607635+1158537+0,1,
76,76,,,246071024607201+1159420+0,246071024607131+1161210+0,1,
76,76,,,246072524607273+1159420+0,246072524607273+1161212+0,1,
76,76,,,246073124607622+1159420+0,246073124607622+1161212+0,1,
76,76,,,246072324607237+1160599+0,246072324607237+1160426+0,1,
76,76,,,246071524607226+1160638+0,246071524607646+1160458+0,1,
76,76,,,246072524607274+1158125+1,246072524607274+1158565+1,1,
76,76,,,246071024607203+1158129+1,246071024607203+1158569+1,1,
76,76,,,246071024607204+1158129+1,246071024607204+1158569+1,1,
76,76,,,246072524607274+1158129+1,246072524607274+1158569+1,1,
76,76,,,246073124607623+1158129+1,246073124607623+1158569+1,1,
76,76,,,246073124607624+1158152+0,246073124607624+1158934+0,1,
76,76,,,246071024607201+1158152+0,246071024607201+1160382+0,1,
76,76,,,246071024607204+1158152+0,246071024607204+1160382+0,1,
76,76,,,246072524607274+1158152+0,246072524607274+1160382+0,1,
76,76,,,246073124607623+1158152+0,246073124607623+1160382+0,1,
76,76,,,246071024607203+1158158+1,246071024607203+1159054+1,1,
76,76,,,246071024607204+1158186+1,246071024607204+1159247+1,1,
76,76,,,246072524607272+1158186+1,246072524607272+1159247+1,1,
76,76,,,246072524607273+1158186+1,246072524607273+1159247+1,1,
76,76,,,246072524607272+1158190+1,246072524607272+1159253+1,1,
76,76,,,246071024607203+1158202+1,246071024607203+1159338+1,1,
76,76,,,246072524607274+1158202+1,246072524607274+1159338+1,1,
76,76,,,246073124607622+1158264+0,246073124607622+1158553+1,1,
76,76,,,246071024607202+1158271+1,246071024607202+1158557+1,1,
76,76,,,246071024607203+1158275+1,246071024607203+1158561+1,1,
76,76,,,246071024607201+1158298+1,246071024607201+1158575+1,1,
76,76,,,246071024607203+1158298+1,246071024607203+1158575+1,1,
76,76,,,246073024607587+1161580+0,246073024607307+1162915+0,1,
76,76,,,246071624607167+1161808+0,246071624607167+1160727+0,1,
76,76,,,246072424607241+1161810+0,246072424607241+1160729+0,1,
76,76,,,246072424607241+1163644+0,246072424607241+1163656+0,1,
76,76,,,246073124607621+1158304+1,246073124607621+1158579+0,1,
76,76,,,246073124607624+1158304+1,246073124607624+1158579+0,1,
76,76,,,246071024607204+1158311+0,246071024607204+1158583+0,1,
76,76,,,246072524607273+1158311+0,246072524607273+1158583+0,1,
76,76,,,246071024607204+1158340+0,246071024607204+1158602+0,1,
76,76,,,246073124607624+1158348+0,246073124607624+1158720+0,1,
76,76,,,246071424607635+1158349+0,246071424607635+1158721+0,1,
76,76,,,246071024607201+1158364+0,246071024607201+1158898+0,1,
76,76,,,246072524607274+1158364+0,246072524607274+1158898+0,1,
76,76,,,246071024607204+1158364+0,246071024607204+1158917+0,1,
76,76,,,246072524607274+1158364+0,246072524607274+1158917+0,1,
76,76,,,246071424607635+1158365+0,246071424607635+1158918+0,1,
76,76,,,246073124607622+1158390+1,246073124607622+1158944+1,1,
76,76,,,246071024607131+1161202+0,246071024607201+1158591+0,1,
76,76,,,246071024607134+1161202+0,246071024607204+1158591+0,1,
76,76,,,246071424607635+1161203+0,246071424607635+1158592+0,1,
76,76,,,246071724607204+1161204+0,246071024607204+1158591+0,1,
76,76,,,246071024607201+1158458+1,246071024607201+1159286+1,1,
76,76,,,246073124607623+1158503+1,246073124607623+1159349+1,1,
76,76,,,246071024607204+1158513+1,246071024607204+1159356+0,1,
76,76,,,246072524607273+1158513+1,246072524607273+1159356+0,1,
76,76,,,246071424607635+1158514+1,246071424607635+1159357+0,1,
76,76,,,246071024607201+1158519+0,246071024607201+1159378+0,1,
76,76,,,246071024607203+1158519+0,246071024607203+1159378+0,1,
76,76,,,246071424607635+1158520+0,246071424607635+1159379+0,1,
76,76,,,246071024607202+1158526+0,246071024607202+1159385+0,1,
76,76,,,246071424607635+1158527+0,246071424607635+1159386+0,1,
76,76,,,246071024607202+1158534+0,246071024607202+1159396+0,1,
76,76,,,246072524607272+1158534+0,246072524607272+1159396+0,1,
76,76,,,246071024607203+1158538+0,246071124607204+1159416+0,1,
76,76,,,246071424607635+1158539+0,246071524607646+1163647+0,1,
76,76,,,246071024607171+1158542+0,246071024607171+1161224+0,1,
76,76,,,246071124607203+1158543+0,246071124607203+1161225+0,1,
76,76,,,246071424607635+1158544+0,246071424607635+1161226+0,1,
76,76,,,246071124607204+1158547+0,246071124607204+1159437+0,1,
76,76,,,246072524607252+1158549+0,246072524607252+1159439+0,1,
76,76,,,246071524607646+1160403+0,246071524607646+1160575+0,1,
76,76,,,246071524607646+1160411+0,246071524607646+1160581+0,1,
76,76,,,246071524607646+1160420+0,246071524607646+1160591+0,1,
76,76,,,246072324607587+1160422+0,246071624607587+1160592+0,1,
76,76,,,246072424607241+1160423+0,246072424607241+1160593+0,1,
76,76,,,246072424607241+1160430+0,246072424607241+1160604+0,1,
76,76,,,246071624607587+1160469+0,246072324607237+1160653+0,1,
76,76,,,246072324607237+1160493+0,246072324607237+1161601+0,1,
76,76,,,246071624607167+1160510+0,246071624607167+1160707+0,1,
76,76,,,246072424607241+1160512+0,246072424607241+1160709+0,1,
76,76,,,246071624607587+1160520+0,246073024607587+1160720+0,1,
76,76,,,246072424607241+1160521+0,246072424607241+1160719+0,1,
76,76,,,246071524607646+1160548+0,246071524607646+1163659+0,1,
76,76,,,246073024607587+1160549+0,246075124607587+1163660+0,1,
76,76,,,246072324607237+1160550+0,246072324607237+1163661+0,1,
76,76,,,246071024607202+1158125+1,246071024607202+1158565+1,1,
76,76,,,246072524607272+1158125+1,246072524607272+1158565+1,1,
76,76,,,246071024607201+1158129+1,246071024607201+1158569+1,1,
76,76,,,246073124607621+1158129+1,246073124607621+1158569+1,1,
76,76,,,246073124607622+1158129+1,246073124607622+1158569+1,1,
76,76,,,246071424607635+1158130+1,246071424607635+1158570+1,1,
76,76,,,246071024607202+1158152+0,246071024607202+1158934+0,1,
76,76,,,246073124607622+1158152+0,246073124607622+1158934+0,1,
76,76,,,246073124607624+1158152+0,246073124607624+1160382+0,1,
76,76,,,246071024607201+1158156+0,246071024607201+1158940+1,1,
76,76,,,246073124607623+1158158+1,246073124607623+1159054+1,1,
76,76,,,246071024607203+1158186+1,246071024607203+1159247+1,1,
76,76,,,246072524607274+1158186+1,246072524607274+1159247+1,1,
76,76,,,246073124607623+1158190+1,246073124607623+1159253+1,1,
76,76,,,246073124607624+1158202+1,246073124607624+1159338+1,1,
76,76,,,246072524607272+1158264+0,246072524607272+1158553+1,1,
76,76,,,246072524607274+1158264+0,246072524607274+1158553+1,1,
76,76,,,246073124607621+1158264+0,246073124607621+1158553+1,1,
76,76,,,246073124607624+1158264+0,246073124607624+1158553+1,1,
76,76,,,246072524607273+1158271+1,246072524607273+1158557+1,1,
76,76,,,246073124607622+1158271+1,246073124607622+1158557+1,1,
76,76,,,246073124607621+1158275+1,246073124607621+1158561+1,1,
76,76,,,246073124607622+1158275+1,246073124607622+1158561+1,1,
76,76,,,246073124607624+1158275+1,246073124607624+1158561+1,1,
76,76,,,246071024607202+1158287+1,246071024607202+1158573+1,1,
76,76,,,246073124607621+1158287+1,246073124607621+1158573+1,1,
76,76,,,246072524607274+1158298+1,246072524607274+1158575+1,1,
76,76,,,246072324607237+1161578+0,246072324607237+1162913+0,1,
76,76,,,246072324607237+1161809+0,246072324607587+1160728+0,1,
76,76,,,246071524607646+1163641+0,246072924607646+1163657+0,1,
76,76,,,246071024607201+1158304+1,246071024607201+1158579+0,1,
76,76,,,246071024607202+1158304+1,246071024607202+1158579+0,1,
76,76,,,246072524607272+1158304+1,246072524607272+1158579+0,1,
76,76,,,246073124607622+1158304+1,246073124607622+1158579+0,1,
76,76,,,246071024607203+1158311+0,246071024607203+1158583+0,1,
76,76,,,246072524607274+1158311+0,246072524607274+1158583+0,1,
76,76,,,246073124607621+1158330+0,246073124607621+1158597+0,1,
76,76,,,246073124607622+1158330+0,246073124607622+1158597+0,1,
76,76,,,246071024607203+1158340+0,246071024607203+1158602+0,1,
76,76,,,246072524607273+1158340+0,246072524607273+1158602+0,1,
76,76,,,246071424607635+1158341+0,246071424607635+1158603+0,1,
76,76,,,246071024607202+1158364+0,246071024607202+1158898+0,1,
76,76,,,246073124607621+1158364+0,246073124607621+1158898+0,1,
76,76,,,246073124607622+1158364+0,246073124607622+1158898+0,1,
76,76,,,246073124607624+1158364+0,246073124607624+1158898+0,1,
76,76,,,246071024607201+1158364+0,246071024607201+1158917+0,1,
76,76,,,246071024607201+1158380+0,246071024607201+1158925+0,1,
76,76,,,246071024607203+1158380+0,246071024607203+1158925+0,1,
76,76,,,246073124607624+1158380+0,246073124607624+1158925+0,1,
76,76,,,246071724607202+1161204+0,246071024607202+1158591+0,1,
76,76,,,246072524607273+1161204+0,246072524607273+1158591+0,1,
76,76,,,246073124607622+1161204+0,246073124607622+1158591+0,1,
76,76,,,246071024607204+1158503+1,246071024607204+1159349+1,1,
76,76,,,246073124607621+1158503+1,246073124607621+1159349+1,1,
76,76,,,246073124607621+1158513+1,246073124607621+1159356+0,1,
76,76,,,246071024607201+1158515+0,246071024607201+1159366+0,1,
76,76,,,246073124607623+1158515+0,246073124607623+1159366+0,1,
76,76,,,246071024607202+1158519+0,246071024607202+1159378+0,1,
76,76,,,246072524607274+1158519+0,246072524607274+1159378+0,1,
76,76,,,246072524607273+1158526+0,246072524607273+1159385+0,1,
76,76,,,246072524607274+1158526+0,246072524607274+1159385+0,1,
76,76,,,246071024607201+1158534+0,246071024607201+1159396+0,1,
76,76,,,246071024607204+1158534+0,246071024607204+1159396+0,1,
76,76,,,246073124607622+1158534+0,246073124607622+1159396+0,1,
76,76,,,246073124607624+1158534+0,246073124607624+1159396+0,1,
76,76,,,246071024607202+1158538+0,246071124607203+1159416+0,1,
76,76,,,246073124607624+1158538+0,246071424607635+1159417+0,1,
76,76,,,246072624607274+1158543+0,246072624607274+1161225+0,1,
76,76,,,246073224607623+1158543+0,246073224607623+1161225+0,1,
76,76,,,246073224607624+1158543+0,246073224607624+1161225+0,1,
76,76,,,246073224607623+1158547+0,246073224607623+1159437+0,1,
76,76,,,246072424607241+1160447+0,246072424607241+1160627+0,1,
76,76,,,246071624607167+1160462+0,246071624607587+1160643+0,1,
76,76,,,246071624607587+1160469+0,246071624607167+1160652+0,1,
76,76,,,246072424607241+1160478+0,246072424607241+1160663+0,1,
76,76,,,246072424607241+1160494+0,246072424607241+1161602+0,1,
76,76,,,246073024607587+1160500+0,246073024607587+1160698+0,1,
76,76,,,246073024607587+1160513+0,246073024607587+1160710+0,1,
76,76,,,246071524607646+1160519+0,246071524607646+1160716+0,1,
76,76,,,246073024607587+1160549+0,246074424607447+1163663+0,1,
76,76,,,246072424607241+1160551+0,246072424607241+1163662+0,1,
76,76,,,246072524607273+1158129+1,246072524607273+1158569+1,1,
76,76,,,246072524607274+1158152+0,246072524607274+1158934+0,1,
76,76,,,246073124607623+1158152+0,246073124607623+1158934+0,1,
76,76,,,246072524607273+1158152+0,246072524607273+1160382+0,1,
76,76,,,246071024607204+1158156+0,246071024607204+1158940+1,1,
76,76,,,246071024607204+1158158+1,246071024607204+1159054+1,1,
76,76,,,246073124607621+1158186+1,246073124607621+1159247+1,1,
76,76,,,246073124607623+1158186+1,246073124607623+1159247+1,1,
76,76,,,246071024607203+1158190+1,246071024607203+1159253+1,1,
76,76,,,246071024607204+1158190+1,246071024607204+1159253+1,1,
76,76,,,246072524607274+1158190+1,246072524607274+1159253+1,1,
76,76,,,246073124607621+1158190+1,246073124607621+1159253+1,1,
76,76,,,246073124607622+1158190+1,246073124607622+1159253+1,1,
76,76,,,246071024607202+1158202+1,246071024607202+1159338+1,1,
76,76,,,246073124607623+1158264+0,246073124607623+1158553+1,1,
76,76,,,246073124607621+1158271+1,246073124607621+1158557+1,1,
76,76,,,246073124607623+1158271+1,246073124607623+1158557+1,1,
76,76,,,246072524607273+1158275+1,246072524607273+1158561+1,1,
76,76,,,246073124607623+1158275+1,246073124607623+1158561+1,1,
76,76,,,246071424607635+1158276+1,246071424607635+1158562+1,1,
76,76,,,246072524607272+1158287+1,246072524607272+1158573+1,1,
76,76,,,246073124607622+1158287+1,246073124607622+1158573+1,1,
76,76,,,246071024607202+1158298+1,246071024607202+1158575+1,1,
76,76,,,246072524607272+1158298+1,246072524607272+1158575+1,1,
76,76,,,246071424607635+1158299+1,246071424607635+1158576+1,1,
76,76,,,246072324607237+1161573+0,246072324607237+1160635+0,1,
76,76,,,246071524607646+1161576+0,246071524607366+1162911+0,1,
76,76,,,246071424607635+1158312+0,246071424607635+1158584+0,1,
76,76,,,246072524607273+1158330+0,246072524607273+1158597+0,1,
76,76,,,246071024607202+1158364+0,246071024607202+1158917+0,1,
76,76,,,246072524607272+1158380+0,246072524607272+1158925+0,1,
76,76,,,246072524607273+1158380+0,246072524607273+1158925+0,1,
76,76,,,246073124607621+1158380+0,246073124607621+1158925+0,1,
76,76,,,246073124607623+1158380+0,246073124607623+1158925+0,1,
76,76,,,246071024607203+1158390+1,246071024607203+1158944+1,1,
76,76,,,246071024607204+1158390+1,246071024607204+1158944+1,1,
76,76,,,246073124607621+1158390+1,246073124607621+1158944+1,1,
