service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
246071724607202,0,0,0,0,0,0,0,20250203,20250503
246071724607203,0,0,0,0,0,0,0,20250203,20250503
246071724607204,0,0,0,0,0,0,0,20250203,20250503
246072124607635,0,0,0,0,0,0,0,20250203,20250503
246071124607204,0,0,0,0,0,0,0,20250203,20250503
246073224607623,0,0,0,0,0,0,0,20250203,20250503
246073224607622,0,0,0,0,0,0,0,20250203,20250503
246072224607996,0,0,0,0,0,0,0,20250203,20250503
246072324607937,0,0,0,0,0,0,0,20250203,20250503
246071824607952,0,0,0,0,0,0,0,20250203,20250503
246072024607764,0,0,0,0,0,0,0,20250203,20250503
246072124607985,0,0,0,0,0,0,0,20250203,20250503
246073124607941,0,0,0,0,0,0,0,20250203,20250503
246071824607742,0,0,0,0,0,0,0,20250203,20250503
246072024607974,0,0,0,0,0,0,0,20250203,20250503
246073524607635,0,0,0,0,0,0,0,20250203,20250503
246073624607646,0,0,0,0,0,0,0,20250203,20250503
246073024607576,0,0,0,0,0,0,0,20250203,20250503
246072324607252,0,0,0,0,0,0,0,20250203,20250503
246072324607587,0,0,0,0,0,0,0,20250203,20250503
246073024607647,0,0,0,0,0,0,0,20250203,20250503
246073024607646,0,0,0,0,0,0,0,20250203,20250503
246073024607644,0,0,0,0,0,0,0,20250203,20250503
246073024607643,0,0,0,0,0,0,0,20250203,20250503
246073024607645,0,0,0,0,0,0,0,20250203,20250503
246071624607645,0,0,0,0,0,0,0,20250203,20250503
246071624607644,0,0,0,0,0,0,0,20250203,20250503
246071624607646,0,0,0,0,0,0,0,20250203,20250503
246071624607642,0,0,0,0,0,0,0,20250203,20250503
246071624607647,0,0,0,0,0,0,0,20250203,20250503
246073024607627,0,0,0,0,0,0,0,20250203,20250503
246073024607621,0,0,0,0,0,0,0,20250203,20250503
246073024607623,0,0,0,0,0,0,0,20250203,20250503
246072724607284,0,0,0,0,0,0,0,20250203,20250503
246073224607633,0,0,0,0,0,0,0,20250203,20250503
246071624607657,0,0,0,0,0,0,0,20250203,20250503
246073724607377,0,0,0,0,0,0,0,20250203,20250503
246075024607506,0,0,0,0,0,0,0,20250203,20250503
246075124607517,0,0,0,0,0,0,0,20250203,20250503
246071624607377,0,0,0,0,0,0,0,20250203,20250503
246071024607153,0,0,0,0,0,0,0,20250203,20250503
246071024607154,0,0,0,0,0,0,0,20250203,20250503
246071624607223,0,0,0,0,0,0,0,20250203,20250503
246071624607224,0,0,0,0,0,0,0,20250203,20250503
246071624607225,0,0,0,0,0,0,0,20250203,20250503
246073024607507,0,0,0,0,0,0,0,20250203,20250503
246073024607504,0,0,0,0,0,0,0,20250203,20250503
246075124607562,0,0,0,0,0,0,0,20250203,20250503
246075924607643,0,0,0,0,0,0,0,20250203,20250503
246071024607215,0,0,0,0,0,0,0,20250203,20250503
246071024607213,0,0,0,0,0,0,0,20250203,20250503
246072524607285,0,0,0,0,0,0,0,20250203,20250503
246073124607631,0,0,0,0,0,0,0,20250203,20250503
246073124607633,0,0,0,0,0,0,0,20250203,20250503
246073124607632,0,0,0,0,0,0,0,20250203,20250503
246072524607274,0,0,0,0,0,0,0,20250203,20250503
246073124607622,0,0,0,0,0,0,0,20250203,20250503
246073024607377,0,0,0,0,0,0,0,20250203,20250503
246073824607635,0,0,0,0,0,0,0,20250203,20250503
246073824607633,0,0,0,0,0,0,0,20250203,20250503
246073824607631,0,0,0,0,0,0,0,20250203,20250503
246071024607145,0,0,0,0,0,0,0,20250203,20250503
246071624607215,0,0,0,0,0,0,0,20250203,20250503
246072424607285,0,0,0,0,0,0,0,20250203,20250503
246073024607423,0,0,0,0,0,0,0,20250203,20250503
246073024607425,0,0,0,0,0,0,0,20250203,20250503
246074524607494,0,0,0,0,0,0,0,20250203,20250503
246074524607495,0,0,0,0,0,0,0,20250203,20250503
246073024607434,0,0,0,0,0,0,0,20250203,20250503
246073724607421,0,0,0,0,0,0,0,20250203,20250503
246073724607424,0,0,0,0,0,0,0,20250203,20250503
246071624607365,0,0,0,0,0,0,0,20250203,20250503
246075124607642,0,0,0,0,0,0,0,20250203,20250503
246075124607641,0,0,0,0,0,0,0,20250203,20250503
246072924607646,0,0,0,0,0,0,0,20250203,20250503
246071024607132,0,0,0,0,0,0,0,20250203,20250503
246071724607201,0,0,0,0,0,0,0,20250203,20250503
246071124607202,0,0,0,0,0,0,0,20250203,20250503
246071124607203,0,0,0,0,0,0,0,20250203,20250503
246073224607624,0,0,0,0,0,0,0,20250203,20250503
246071724607171,0,0,0,0,0,0,0,20250203,20250503
246071624607587,0,0,0,0,0,0,0,20250203,20250503
246071524607576,0,0,0,0,0,0,0,20250203,20250503
246072324607241,0,0,0,0,0,0,0,20250203,20250503
246073024607642,0,0,0,0,0,0,0,20250203,20250503
246073024607447,0,0,0,0,0,0,0,20250203,20250503
246071624607641,0,0,0,0,0,0,0,20250203,20250503
246071624607643,0,0,0,0,0,0,0,20250203,20250503
246071424607645,0,0,0,0,0,0,0,20250203,20250503
246071624607203,0,0,0,0,0,0,0,20250203,20250503
246073024607622,0,0,0,0,0,0,0,20250203,20250503
246073024607624,0,0,0,0,0,0,0,20250203,20250503
246072624607283,0,0,0,0,0,0,0,20250203,20250503
246071524607296,0,0,0,0,0,0,0,20250203,20250503
246071124607213,0,0,0,0,0,0,0,20250203,20250503
246073224607635,0,0,0,0,0,0,0,20250203,20250503
246075124607587,0,0,0,0,0,0,0,20250203,20250503
246074324607576,0,0,0,0,0,0,0,20250203,20250503
246073024607502,0,0,0,0,0,0,0,20250203,20250503
246073024607503,0,0,0,0,0,0,0,20250203,20250503
246075124607567,0,0,0,0,0,0,0,20250203,20250503
246071024607212,0,0,0,0,0,0,0,20250203,20250503
246072524607282,0,0,0,0,0,0,0,20250203,20250503
246073124607635,0,0,0,0,0,0,0,20250203,20250503
246073024607366,0,0,0,0,0,0,0,20250203,20250503
246073124607624,0,0,0,0,0,0,0,20250203,20250503
246075724607646,0,0,0,0,0,0,0,20250203,20250503
246073124607351,0,0,0,0,0,0,0,20250203,20250503
246073824607634,0,0,0,0,0,0,0,20250203,20250503
246072824607635,0,0,0,0,0,0,0,20250203,20250503
246071624607212,0,0,0,0,0,0,0,20250203,20250503
246074524607491,0,0,0,0,0,0,0,20250203,20250503
246073024607435,0,0,0,0,0,0,0,20250203,20250503
246074424607492,0,0,0,0,0,0,0,20250203,20250503
246073024607361,0,0,0,0,0,0,0,20250203,20250503
246073724607425,0,0,0,0,0,0,0,20250203,20250503
246074524607502,0,0,0,0,0,0,0,20250203,20250503
246075224607571,0,0,0,0,0,0,0,20250203,20250503
246075224607575,0,0,0,0,0,0,0,20250203,20250503
246071924607753,0,0,0,0,0,0,0,20250203,20250503
246072424607941,0,0,0,0,0,0,0,20250203,20250503
246078824607952,0,0,0,0,0,0,0,20250203,20250503
246072424607296,0,0,0,0,0,0,0,20250203,20250503
246073024607577,0,0,0,0,0,0,0,20250203,20250503
246072724607285,0,0,0,0,0,0,0,20250203,20250503
246073224607632,0,0,0,0,0,0,0,20250203,20250503
246073224607634,0,0,0,0,0,0,0,20250203,20250503
246072424607241,0,0,0,0,0,0,0,20250203,20250503
246075024607576,0,0,0,0,0,0,0,20250203,20250503
246075024607646,0,0,0,0,0,0,0,20250203,20250503
246071024607151,0,0,0,0,0,0,0,20250203,20250503
246071624607222,0,0,0,0,0,0,0,20250203,20250503
246071624607226,0,0,0,0,0,0,0,20250203,20250503
246072324607297,0,0,0,0,0,0,0,20250203,20250503
246072324607293,0,0,0,0,0,0,0,20250203,20250503
246075124607563,0,0,0,0,0,0,0,20250203,20250503
246075124607564,0,0,0,0,0,0,0,20250203,20250503
246071024607211,0,0,0,0,0,0,0,20250203,20250503
246072524607273,0,0,0,0,0,0,0,20250203,20250503
246073824607632,0,0,0,0,0,0,0,20250203,20250503
246071024607141,0,0,0,0,0,0,0,20250203,20250503
246071024607144,0,0,0,0,0,0,0,20250203,20250503
246071624607213,0,0,0,0,0,0,0,20250203,20250503
246073024607422,0,0,0,0,0,0,0,20250203,20250503
246073024607424,0,0,0,0,0,0,0,20250203,20250503
246074424607493,0,0,0,0,0,0,0,20250203,20250503
246075224607563,0,0,0,0,0,0,0,20250203,20250503
246075224607564,0,0,0,0,0,0,0,20250203,20250503
246073024607365,0,0,0,0,0,0,0,20250203,20250503
246074524607503,0,0,0,0,0,0,0,20250203,20250503
246074524607505,0,0,0,0,0,0,0,20250203,20250503
246071624607366,0,0,0,0,0,0,0,20250203,20250503
246075224607574,0,0,0,0,0,0,0,20250203,20250503
246071024607171,0,0,0,0,0,0,0,20250203,20250503
246073124607591,0,0,0,0,0,0,0,20250203,20250503
246072524607252,0,0,0,0,0,0,0,20250203,20250503
246075224607521,0,0,0,0,0,0,0,20250203,20250503
246072324607251,0,0,0,0,0,0,0,20250203,20250503
246074424607647,0,0,0,0,0,0,0,20250203,20250503
246073024607641,0,0,0,0,0,0,0,20250203,20250503
246071424607646,0,0,0,0,0,0,0,20250203,20250503
246071624607204,0,0,0,0,0,0,0,20250203,20250503
246072924607436,0,0,0,0,0,0,0,20250203,20250503
246071124607214,0,0,0,0,0,0,0,20250203,20250503
246072924607296,0,0,0,0,0,0,0,20250203,20250503
246074324607436,0,0,0,0,0,0,0,20250203,20250503
246071024607155,0,0,0,0,0,0,0,20250203,20250503
246071024607156,0,0,0,0,0,0,0,20250203,20250503
246072324607296,0,0,0,0,0,0,0,20250203,20250503
246073024607505,0,0,0,0,0,0,0,20250203,20250503
246075924607642,0,0,0,0,0,0,0,20250203,20250503
246071524607156,0,0,0,0,0,0,0,20250203,20250503
246073124607623,0,0,0,0,0,0,0,20250203,20250503
246073124607352,0,0,0,0,0,0,0,20250203,20250503
246071624607237,0,0,0,0,0,0,0,20250203,20250503
246071624607217,0,0,0,0,0,0,0,20250203,20250503
246074524607492,0,0,0,0,0,0,0,20250203,20250503
246073024607437,0,0,0,0,0,0,0,20250203,20250503
246075224607561,0,0,0,0,0,0,0,20250203,20250503
246075224607562,0,0,0,0,0,0,0,20250203,20250503
246073724607423,0,0,0,0,0,0,0,20250203,20250503
246074524607504,0,0,0,0,0,0,0,20250203,20250503
246074524607506,0,0,0,0,0,0,0,20250203,20250503
246075824607642,0,0,0,0,0,0,0,20250203,20250503
246075124607644,0,0,0,0,0,0,0,20250203,20250503
246071024607131,0,0,0,0,0,0,0,20250203,20250503
246071424607145,0,0,0,0,0,0,0,20250203,20250503
246072824607285,0,0,0,0,0,0,0,20250203,20250503
246072324607257,0,0,0,0,0,0,0,20250203,20250503
246074424607646,0,0,0,0,0,0,0,20250203,20250503
246072624607285,0,0,0,0,0,0,0,20250203,20250503
246071124607212,0,0,0,0,0,0,0,20250203,20250503
246073024607307,0,0,0,0,0,0,0,20250203,20250503
246075824607587,0,0,0,0,0,0,0,20250203,20250503
246076424607646,0,0,0,0,0,0,0,20250203,20250503
246071624607227,0,0,0,0,0,0,0,20250203,20250503
246072324607295,0,0,0,0,0,0,0,20250203,20250503
246075924607646,0,0,0,0,0,0,0,20250203,20250503
246072524607283,0,0,0,0,0,0,0,20250203,20250503
246071024607204,0,0,0,0,0,0,0,20250203,20250503
246073124607353,0,0,0,0,0,0,0,20250203,20250503
246075824607647,0,0,0,0,0,0,0,20250203,20250503
246075824607646,0,0,0,0,0,0,0,20250203,20250503
246071024607143,0,0,0,0,0,0,0,20250203,20250503
246071624607211,0,0,0,0,0,0,0,20250203,20250503
246072424607281,0,0,0,0,0,0,0,20250203,20250503
246073024607427,0,0,0,0,0,0,0,20250203,20250503
246074524607493,0,0,0,0,0,0,0,20250203,20250503
246075924607633,0,0,0,0,0,0,0,20250203,20250503
246073024607432,0,0,0,0,0,0,0,20250203,20250503
246073024607433,0,0,0,0,0,0,0,20250203,20250503
246073024607362,0,0,0,0,0,0,0,20250203,20250503
246073724607427,0,0,0,0,0,0,0,20250203,20250503
246071624607363,0,0,0,0,0,0,0,20250203,20250503
246075224607572,0,0,0,0,0,0,0,20250203,20250503
246075824607643,0,0,0,0,0,0,0,20250203,20250503
246072624607273,0,0,0,0,0,0,0,20250203,20250503
246072624607274,0,0,0,0,0,0,0,20250203,20250503
246079024607974,0,0,0,0,0,0,0,20250203,20250503
246074324607506,0,0,0,0,0,0,0,20250203,20250503
246072424607291,0,0,0,0,0,0,0,20250203,20250503
246072324607247,0,0,0,0,0,0,0,20250203,20250503
246071624607201,0,0,0,0,0,0,0,20250203,20250503
246071124607215,0,0,0,0,0,0,0,20250203,20250503
246072724607274,0,0,0,0,0,0,0,20250203,20250503
246074424607447,0,0,0,0,0,0,0,20250203,20250503
246071624607167,0,0,0,0,0,0,0,20250203,20250503
246074424607587,0,0,0,0,0,0,0,20250203,20250503
246075924607644,0,0,0,0,0,0,0,20250203,20250503
246071024607214,0,0,0,0,0,0,0,20250203,20250503
246072524607272,0,0,0,0,0,0,0,20250203,20250503
246071424607215,0,0,0,0,0,0,0,20250203,20250503
246072424607283,0,0,0,0,0,0,0,20250203,20250503
246075924607634,0,0,0,0,0,0,0,20250203,20250503
246075224607565,0,0,0,0,0,0,0,20250203,20250503
246073724607422,0,0,0,0,0,0,0,20250203,20250503
246075224607573,0,0,0,0,0,0,0,20250203,20250503
246075224607576,0,0,0,0,0,0,0,20250203,20250503
246075824607641,0,0,0,0,0,0,0,20250203,20250503
246072224607226,0,0,0,0,0,0,0,20250203,20250503
246078924607963,0,0,0,0,0,0,0,20250203,20250503
246071624607202,0,0,0,0,0,0,0,20250203,20250503
246072624607284,0,0,0,0,0,0,0,20250203,20250503
246072424607251,0,0,0,0,0,0,0,20250203,20250503
246073624607366,0,0,0,0,0,0,0,20250203,20250503
246075724607576,0,0,0,0,0,0,0,20250203,20250503
246071624607221,0,0,0,0,0,0,0,20250203,20250503
246072324607292,0,0,0,0,0,0,0,20250203,20250503
246072324607294,0,0,0,0,0,0,0,20250203,20250503
246075124607561,0,0,0,0,0,0,0,20250203,20250503
246075124607565,0,0,0,0,0,0,0,20250203,20250503
246075924607641,0,0,0,0,0,0,0,20250203,20250503
246075924607645,0,0,0,0,0,0,0,20250203,20250503
246072524607284,0,0,0,0,0,0,0,20250203,20250503
246073024607367,0,0,0,0,0,0,0,20250203,20250503
246073124607354,0,0,0,0,0,0,0,20250203,20250503
246073124607355,0,0,0,0,0,0,0,20250203,20250503
246072424607282,0,0,0,0,0,0,0,20250203,20250503
246075924607635,0,0,0,0,0,0,0,20250203,20250503
246074424607497,0,0,0,0,0,0,0,20250203,20250503
246074424607491,0,0,0,0,0,0,0,20250203,20250503
246074424607495,0,0,0,0,0,0,0,20250203,20250503
246073024607363,0,0,0,0,0,0,0,20250203,20250503
246073024607364,0,0,0,0,0,0,0,20250203,20250503
246074524607501,0,0,0,0,0,0,0,20250203,20250503
246075824607645,0,0,0,0,0,0,0,20250203,20250503
246075124607643,0,0,0,0,0,0,0,20250203,20250503
246071024607133,0,0,0,0,0,0,0,20250203,20250503
246071024607134,0,0,0,0,0,0,0,20250203,20250503
246071624607207,0,0,0,0,0,0,0,20250203,20250503
246072624607263,0,0,0,0,0,0,0,20250203,20250503
246072424607252,0,0,0,0,0,0,0,20250203,20250503
